避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
臺北田徑場,臺北市松山區敦化北路3號,臺北市松山區,室外,25.0449,121.5509,大安,42,良好,2.19,Low Risk,440
成德國中,臺北市南港區東新街108巷23號,臺北市南港區,室內,25.045069,121.587751,松山,48,良好,1.12,Low Risk,300
國泰國小,中正路386號,新北市新莊區,室內,25.0451,121.4472,板橋,44,良好,3.49,Low Risk,1036
懷生國小,中山區安東街16巷2號,臺北市中山區,室內,25.0453,121.5417,大安,42,良好,2.12,Low Risk,30
光明河濱公園,光明路二段,桃園市蘆竹區,室外,25.04544138,121.287217,桃園,47,良好,6.38,Low Risk,0
修德國小,東新街118巷86號,臺北市南港區,室內,25.0455,121.5896,松山,48,良好,1.29,Low Risk,95
頭前國小,化成路231號,新北市新莊區,室內,25.0456,121.4566,板橋,44,良好,3.26,Low Risk,610
南港公園,東新街170-1號,臺北市南港區,室外,25.0458,121.5912,松山,48,良好,1.45,Low Risk,8661
高雄市林園區汕尾國民小學,北汕路58巷2號,高雄市林園區,室內,25.046238,121.517414,中山,45,良好,1.96,Low Risk,400
福星國小,萬華區中華路1段66號,臺北市萬華區,室內,25.0463,121.5089,萬華,35,良好,2.04,Low Risk,50
臺北市南港運動中心,臺北市南港區玉成街69號,臺北市南港區,室內,25.0466,121.5822,松山,48,良好,0.54,Low Risk,240
興雅國小,信義區基隆路1段83巷9號,臺北市信義區,室內,25.0467,121.5701,松山,48,良好,0.71,Low Risk,198
成德國小,南港區東新街65號,臺北市南港區,室內,25.0469,121.5869,松山,48,良好,1.0,Low Risk,200
蘆竹區公所三樓禮堂,南崁路150號,桃園市蘆竹區,室內,25.046998,121.295049,桃園,47,良好,6.42,Low Risk,0
義學國中,民生路30號,新北市泰山區,室內,25.0472,121.4347,板橋,44,良好,4.37,Low Risk,606
義學國小,民生路33號,新北市泰山區,室內,25.0472,121.4347,板橋,44,良好,4.37,Low Risk,952
白雲國小,民權街2段90號,新北市汐止區,室內,25.047641,121.618882,松山,48,良好,4.22,Low Risk,96
南美國小,南上路99號,桃園市龜山區,室內,25.047711,121.297367,桃園,47,良好,6.48,Low Risk,60
福營行政大樓,四維路9號,新北市新莊區,室內,25.0482,121.4447,板橋,44,良好,3.91,Low Risk,200
永吉國中,信義區松隆路161號,臺北市信義區,室內,25.0483,121.5741,松山,48,良好,0.3,Low Risk,97
中山女中,中山區長安東路2段141號,臺北市中山區,室內,25.0485,121.5371,中山,45,良好,1.93,Low Risk,135
義仁市民活動中心,明志路二段185號,新北市泰山區,室內,25.0487,121.4273,板橋,44,良好,4.99,Low Risk,55
中崙高中,松山區八德路4段101號,臺北市松山區,室內,25.0487,121.5611,松山,48,良好,1.6,Low Risk,300
臺北市松山運動中心,臺北市松山區敦化北路1號,臺北市松山區,室內,25.049,121.5501,大安,42,良好,2.61,Low Risk,180
敦化國小,松山區敦化北路2號,臺北市松山區,室內,25.0491,121.5485,大安,42,良好,2.58,Low Risk,56
長安國中,中山區松江路70巷11號,臺北市中山區,室內,25.0494,121.5319,中山,45,良好,1.58,Low Risk,41
長安國小,中山區吉林路15號,臺北市中山區,室內,25.0497,121.5302,中山,45,良好,1.48,Low Risk,300
玉泉公園,臺北市大同區西寧北路28號,臺北市大同區,室外,25.0498,121.5077,中山,45,良好,2.26,Low Risk,2183
興穀國民小學,三重區五谷王北街46號,新北市三重區,室內,25.0502,121.4755,萬華,35,良好,3.13,Low Risk,299
建成國中,臺北市大同區長安西路37之1號,臺北市大同區,室內,25.0503,121.5197,中山,45,良好,1.45,Low Risk,55
橫科里活動中心,橫科路119號,新北市汐止區,室內,25.05045,121.620181,松山,48,良好,4.36,Low Risk,74
中正國小,中山區龍江路62號,臺北市中山區,室內,25.0506,121.5402,中山,45,良好,1.98,Low Risk,76
南崁國小,吉林路160號,桃園市蘆竹區,室內,25.05063298,121.300993,桃園,47,良好,6.8,Low Risk,0
龜山婦幼公園,忠義路二段438號,桃園市龜山區,室外,25.050908,121.359767,桃園,47,良好,9.03,Low Risk,500
文華國小,文化七路116號,桃園市龜山區,室內,25.050955,121.365307,桃園,47,良好,9.41,Low Risk,50
忠孝國中,大同區西寧北路32號,臺北市大同區,室內,25.0512,121.5082,中山,45,良好,2.13,Low Risk,131
松山國小,松山區八德路4段746號,臺北市松山區,室內,25.0512,121.5793,松山,48,良好,0.44,Low Risk,95
五福游泳池停車場及旁空地,仁愛路一段油管路交叉口,桃園市蘆竹區,室外,25.05120598,121.294652,桃園,47,良好,6.89,Low Risk,0
蘆竹區婦幼館,仁愛路一段2號,桃園市蘆竹區,室內,25.051391,121.29348,桃園,47,良好,6.92,Low Risk,0
豐年國小,瓊泰路116號,新北市新莊區,室內,25.0514,121.4474,板橋,44,良好,4.13,Low Risk,1128
新泰國小,公園一路91號,新北市新莊區,室內,25.0514,121.4554,板橋,44,良好,3.92,Low Risk,106
仁和宮,仁和路11號,新北市貢寮區,室內,25.051427,121.92262,內湖,46,良好,34.57,Low Risk,125
敦化國中,松山區南京東路3段300號,臺北市松山區,室內,25.0515,121.5468,中山,45,良好,2.47,Low Risk,389
臺北體育館,臺北市松山區南京東路4段10號,臺北市松山區,室內,25.0517,121.5446,中山,45,良好,2.26,Low Risk,1000
大崗國中,文化二路168號,桃園市龜山區,室內,25.051707,121.370832,桃園,47,良好,9.86,Low Risk,700
臺北市極限運動訓練中心,臺北市南港區忠孝東路七段382號,臺北市南港區,室內,25.0519,121.6073,松山,48,良好,3.09,Low Risk,50
私立清傳商職,三重區五谷王北街141巷1號,新北市三重區,室內,25.052,121.4769,萬華,35,良好,3.17,Low Risk,294
樂善社區活動中心,樂安街7-1號,桃園市龜山區,室內,25.052012,121.382177,板橋,44,良好,8.95,Low Risk,60
福壽市民活動中心,昌明街1號,新北市新莊區,室內,25.0522,121.4576,板橋,44,良好,3.97,Low Risk,120
西松國小,臺北市松山區三民路5號,臺北市松山區,室內,25.0522,121.5636,松山,48,良好,1.44,Low Risk,50
大坑社區活動中心,大坑路1段1003巷18號,桃園市龜山區,室內,25.05223,121.328662,桃園,47,良好,7.51,Low Risk,33
南崁高中,仁愛路二段1號,桃園市蘆竹區,室內,25.052285,121.297216,桃園,47,良好,6.99,Low Risk,400
埔心社區活動中心,埔心街82-4號2樓,桃園市大園區,室內,25.052378,121.225524,桃園,47,良好,10.34,Low Risk,280
南港高中,南港區向陽路21號,臺北市南港區,室內,25.0525,121.595,松山,48,良好,1.89,Low Risk,435
民安國小,民安路261號,新北市新莊區,室內,25.0529,121.4661,萬華,35,良好,4.05,Low Risk,1184
三港集會所,三港7號,新北市雙溪區,室內,25.053,121.878,內湖,46,良好,30.08,Low Risk,63
玉成國小,向陽路31號,臺北市南港區,室內,25.05364,121.594769,松山,48,良好,1.9,Low Risk,30
福營國中,富國路105號,新北市新莊區,室內,25.0538,121.4445,板橋,44,良好,4.49,Low Risk,319
誠正國中,南港區富康街1巷42號,臺北市南港區,室內,25.0541,121.6187,松山,48,良好,4.26,Low Risk,143
同榮國小,公園路33號,新北市泰山區,室內,25.0546,121.4282,板橋,44,良好,5.42,Low Risk,931
新北市立三重高中,集美街212號,新北市三重區,室內,25.0547,121.4915,萬華,35,良好,2.74,Low Risk,897
吉林國小,中山區長春路116號,臺北市中山區,室內,25.0547,121.5296,中山,45,良好,0.95,Low Risk,117
澳底圖書館,仁愛路79號3樓,新北市貢寮區,室內,25.054775,121.926916,內湖,46,良好,34.98,Low Risk,157
南崁國中,五福六路1號,桃園市蘆竹區,室內,25.054812,121.298375,桃園,47,良好,7.27,Low Risk,370
長春國小,中山區長春路165號,臺北市中山區,室內,25.0549,121.5339,中山,45,良好,1.19,Low Risk,47
澳底國小大禮堂,延平街10號,新北市貢寮區,室內,25.0549,121.9246,內湖,46,良好,34.75,Low Risk,479
慶安宮,延平街13號,新北市貢寮區,室內,25.054921,121.923804,內湖,46,良好,34.67,Low Risk,12
大同高中,中山區長春路167號,臺北市中山區,室內,25.055,121.5351,中山,45,良好,1.27,Low Risk,300
新泰國中,新泰路359號,新北市新莊區,室內,25.0551,121.4594,板橋,44,良好,4.28,Low Risk,743
日新國小,大同區太原路151號,臺北市大同區,室內,25.0553,121.5167,中山,45,良好,1.17,Low Risk,137
白雲里活動中心,水源路2段112、114號,新北市汐止區,室內,25.05542,121.656768,內湖,46,良好,7.9,Low Risk,37
泰山體育館,公園路54號,新北市泰山區,室內,25.0556,121.4263,板橋,44,良好,5.63,Low Risk,1280
西松高中,松山區健康路325巷7號,臺北市松山區,室內,25.0556,121.5671,松山,48,良好,1.32,Low Risk,255
三光國民小學,三重區大同南路157號,新北市三重區,室內,25.0561,121.4968,萬華,35,良好,2.82,Low Risk,1502
東新國小,南港區興南街62號,臺北市南港區,室內,25.0562,121.602,松山,48,良好,2.69,Low Risk,30
昌隆國小,昌隆街63號,新北市新莊區,室內,25.0563,121.448,板橋,44,良好,4.62,Low Risk,509
南港高工,南港區興中路29號,臺北市南港區,室內,25.0563,121.6072,內湖,46,良好,3.13,Low Risk,160
南港展覽館,臺北市南港區經貿二路1號,基隆市中正區,室內,25.056376,121.617345,內湖,46,良好,4.05,Low Risk,7370
興化國小,五工二路50巷2號,新北市新莊區,室內,25.0564,121.4556,板橋,44,良好,4.46,Low Risk,599
介壽國中,松山區延壽街401號,臺北市松山區,室內,25.0564,121.5565,松山,48,良好,2.28,Low Risk,70
集美國民小學,三重區集美街10號,新北市三重區,室內,25.0565,121.4879,萬華,35,良好,3.03,Low Risk,104
蓬萊國小,大同區寧夏路35號,臺北市大同區,室內,25.0565,121.5155,中山,45,良好,1.19,Low Risk,104
民生國小,松山區敦化北路199巷18號,臺北市松山區,室內,25.0565,121.552,松山,48,良好,2.7,Low Risk,70
健康國小,松山區延壽街168號,臺北市松山區,室內,25.0566,121.5629,松山,48,良好,1.72,Low Risk,84
泰山高中,辭修路7號,新北市泰山區,室內,25.0573,121.4285,板橋,44,良好,5.64,Low Risk,650
南港國小,臺北市南港區惠民街67號,臺北市南港區,室內,25.0575,121.6104,內湖,46,良好,3.36,Low Risk,50
明志市民活動中心,明志路二段426號,新北市泰山區,室內,25.0577,121.4299,板橋,44,良好,5.59,Low Risk,20
菜寮市民活動中心,三重區中寮街57巷18號,新北市三重區,室內,25.0578,121.4928,萬華,35,良好,3.05,Low Risk,100
潮音國小,16鄰17號,桃園市大園區,室內,25.057905,121.168175,桃園,47,良好,15.4,Low Risk,180
育成高中,重陽路366號,臺北市南港區,室內,25.0587,121.6092,內湖,46,良好,3.19,Low Risk,375
光興國民小學,三重區正義南路62號,新北市三重區,室內,25.0589,121.4988,中山,45,良好,2.71,Low Risk,600
民族國小,臺北市松山區民生東路4段97巷7號,臺北市松山區,室內,25.0589,121.5519,中山,45,良好,2.7,Low Risk,40
北峰國小,環河街1號,新北市汐止區,室內,25.058956,121.629106,內湖,46,良好,5.09,Low Risk,1067
大園國小學生活動中心,11鄰中正東路160號,桃園市大園區,室內,25.059085,121.202671,桃園,47,良好,12.58,Low Risk,1200
泰山區公所,明志路1段322號,新北市泰山區,室內,25.0592,121.4314,板橋,44,良好,5.64,Low Risk,53
東山國小,汐平路二段76號,新北市汐止區,室內,25.059723,121.699553,內湖,46,良好,12.09,Low Risk,118
民生國中,松山區新東街30巷1號,臺北市松山區,室內,25.0598,121.5673,松山,48,良好,1.65,Low Risk,100
過圳市民活動中心,三重區過圳街19號,新北市三重區,室內,25.0601,121.4881,萬華,35,良好,3.41,Low Risk,50
雙蓮國小,大同區錦西街51號,臺北市大同區,室內,25.0601,121.5167,中山,45,良好,0.91,Low Risk,300
東方科學園區,汐止區新台五路一段90號,新北市汐止區,室內,25.060367,121.64793,內湖,46,良好,6.92,Low Risk,500
中山國中,松山區復興北路361巷7號,臺北市松山區,室內,25.0605,121.5455,中山,45,良好,2.03,Low Risk,111
潭美國小,內湖區新明路22號,臺北市內湖區,室內,25.0609,121.5908,內湖,46,良好,1.48,Low Risk,81
中正社區活動中心,中正路64號,新北市雙溪區,室內,25.061,121.8515,內湖,46,良好,27.36,Low Risk,76
三重區公所,三重區新北大道1段11號,新北市三重區,室內,25.0611,121.4885,萬華,35,良好,3.5,Low Risk,136
青山國中小,莊敬街33號,新北市汐止區,室內,25.061158,121.656653,內湖,46,良好,7.78,Low Risk,970
成淵高中,大同區承德路2段235號,臺北市大同區,室內,25.0613,121.5185,中山,45,良好,0.7,Low Risk,75
太平國小,大同區延平北路2段239號,臺北市大同區,室內,25.0614,121.5114,中山,45,良好,1.41,Low Risk,50
永樂國小,臺北市大同區延平北路2段266號,臺北市大同區,室內,25.0617,121.5111,中山,45,良好,1.44,Low Risk,50
民權公園,臺北市松山區民權國小旁,臺北市松山區,室外,25.0619,121.5575,內湖,46,良好,2.43,Low Risk,2786
楓樹福泰市民活動中心,楓江路26巷26號,新北市泰山區,室內,25.062,121.4345,板橋,44,良好,5.75,Low Risk,201
新生公園棒球場,新生北路三段105號,臺北市中山區,室外,25.062,121.5258,中山,45,良好,0.05,Low Risk,60
新興國中,中山區林森北路511號,臺北市中山區,室內,25.062,121.5258,中山,45,良好,0.05,Low Risk,175
臺北市中山運動中心,中山北路二段44巷2號,臺北市中山區,室內,25.062,121.5258,中山,45,良好,0.05,Low Risk,184
公西社區活動中心,復興街250巷1-1號,桃園市龜山區,室內,25.062299,121.36028,桃園,47,良好,10.05,Low Risk,100
泰山國小,泰林路2段255號,新北市泰山區,室內,25.0623,121.4313,板橋,44,良好,5.94,Low Risk,1283
民權國小,臺北市松山區民權東路4段200號,臺北市松山區,室內,25.0625,121.5623,內湖,46,良好,1.96,Low Risk,80
碧華國民中學,自強路5段66號,新北市三重區,室內,25.0626,121.4903,中山,45,良好,3.54,Low Risk,969
榮星花園公園,臺北市中山區民權東路3段1號,臺北市中山區,室外,25.0626,121.5402,中山,45,良好,1.49,Low Risk,2432
大園社區活動中心,和平東路89號1樓,桃園市大園區,室內,25.062655,121.200297,桃園,47,良好,13.01,Low Risk,140
黎明市民活動中心,黎明路23號,新北市泰山區,室內,25.0627,121.421,板橋,44,良好,6.57,Low Risk,21
牡丹國小,政光路3號,新北市雙溪區,室內,25.0627,121.8517,內湖,46,良好,27.38,Low Risk,320
秀峰國小,仁愛路90號,新北市汐止區,室內,25.062874,121.661377,內湖,46,良好,8.23,Low Risk,1185
中山國小,臺北市中山區民權東路1段69號,臺北市中山區,室內,25.0629,121.5263,中山,45,良好,0.11,Low Risk,290
三重區綜合運動場,中正北路特2號,新北市三重區,室外,25.063033,121.489253,中山,45,良好,3.64,Low Risk,2200
三民國小,松山區民權東路5段1號,臺北市松山區,室內,25.0633,121.5643,內湖,46,良好,1.74,Low Risk,100
明志國民中學,三重區中正北路107號,新北市三重區,室內,25.0634,121.4892,中山,45,良好,3.65,Low Risk,437
民權國中,大同區重慶北路3段1號,臺北市大同區,室內,25.0635,121.5139,中山,45,良好,1.17,Low Risk,30
五常國中,中山區復興北路430巷1號,臺北市中山區,室內,25.0635,121.5431,中山,45,良好,1.79,Low Risk,250
汐止區公所行政中心,汐止區新台五路一段268號,新北市汐止區,室內,25.063774,121.658894,內湖,46,良好,7.98,Low Risk,158
五常國小,中山區五常街16號,臺北市中山區,室內,25.0642,121.5422,中山,45,良好,1.71,Low Risk,97
大橋國小,大同區重慶北路3段2號,臺北市大同區,室內,25.0643,121.5134,中山,45,良好,1.23,Low Risk,86
正義國民小學,三重區信義西街31號,新北市三重區,室內,25.0644,121.4961,中山,45,良好,2.96,Low Risk,929
行政區民活動中心,松江路367號9樓,臺北市中山區,室內,25.0644,121.5335,中山,45,良好,0.85,Low Risk,72
私立東海高中,三重區集美街212號,新北市三重區,室內,25.0648,121.4787,萬華,35,良好,4.25,Low Risk,408
大同國小,大同區大龍街51號,臺北市大同區,室內,25.0648,121.5161,中山,45,良好,0.98,Low Risk,183
長興社區活動中心,長興路四段325之1號,桃園市蘆竹區,室內,25.06484198,121.267905,桃園,47,良好,9.02,Low Risk,250
內厝河濱公園,內溪路底,桃園市蘆竹區,室外,25.06511398,121.278033,桃園,47,良好,8.72,Low Risk,0
泰山國中,泰林路2段498號,新北市泰山區,室內,25.0652,121.426,板橋,44,良好,6.5,Low Risk,1388
二重國民小學,三重區大有街10號,新北市三重區,室內,25.0652,121.478,萬華,35,良好,4.32,Low Risk,4404
福安廟,雞母嶺街7號,新北市貢寮區,室內,25.0655,121.8952,內湖,46,良好,31.75,Low Risk,40
二重國民中學,三重區忠孝路三段89號,新北市三重區,室內,25.0657,121.4805,萬華,35,良好,4.26,Low Risk,845
黎明技術學院,黎專路2之2號,新北市泰山區,室內,25.0658,121.4199,板橋,44,良好,6.91,Low Risk,1081
裕民國小,裕民街123號,新北市新莊區,室內,25.0659,121.4616,萬華,35,良好,5.36,Low Risk,1127
樟樹國中,樟樹二路135號,新北市汐止區,室內,25.06594,121.639893,內湖,46,良好,6.05,Low Risk,2481
延平國小,大同區昌吉街97號,臺北市大同區,室內,25.066,121.5124,中山,45,良好,1.37,Low Risk,88
修德國民小學,三重區重陽路三段3號,新北市三重區,室內,25.0661,121.489,中山,45,良好,3.69,Low Risk,962
大園區老人文康活動中心,大觀路118號,桃園市大園區,室內,25.066173,121.193358,桃園,47,良好,13.8,Low Risk,700
重陽國民小學,三重區中正北路113號,新北市三重區,室內,25.0663,121.4845,中山,45,良好,4.14,Low Risk,608
秀峰高中,忠孝東路201號,新北市汐止區,室內,25.066456,121.661912,內湖,46,良好,8.26,Low Risk,1190
樟樹國小,樟樹一路141巷2號,新北市汐止區,室內,25.066498,121.641767,內湖,46,良好,6.23,Low Risk,1292
汐止國小,大同路二段313號,新北市汐止區,室內,25.066688,121.654876,內湖,46,良好,7.55,Low Risk,810
南湖高中,內湖區康寧路3段220號,臺北市內湖區,室內,25.0669,121.6111,內湖,46,良好,3.15,Low Risk,300
汐止國中,大同路二段394號,新北市汐止區,室內,25.066957,121.658337,內湖,46,良好,7.9,Low Risk,1384
師範大學林口校區體育館,仁愛路一段2號,新北市林口區,室內,25.067902,121.397844,板橋,44,良好,8.61,Low Risk,4587
林口市民活動中心,中正路100號3樓,新北市林口區,室內,25.068,121.3717,板橋,44,良好,10.74,Low Risk,63
崇林國中,文化一路一段20號,新北市林口區,室內,25.0681,121.3703,板橋,44,良好,10.86,Low Risk,1312
正義市民活動中心,三重區雙園街1號,新北市三重區,室內,25.0682,121.4975,中山,45,良好,2.89,Low Risk,100
東湖國小,內湖區東湖路115號,臺北市內湖區,室內,25.0685,121.6158,內湖,46,良好,3.61,Low Risk,155
麗園國小,忠孝路591號,新北市林口區,室內,25.0686,121.3762,板橋,44,良好,10.39,Low Risk,945
麗林國小,公園路46號,新北市林口區,室內,25.0687,121.3679,桃園,47,良好,11.08,Low Risk,1790
東勢市民活動中心,麗園一街35號3樓,新北市林口區,室內,25.068777,121.377252,板橋,44,良好,10.32,Low Risk,247
新湖國小,臺北市內湖區民權東路6段138號,臺北市內湖區,室內,25.0688,121.5887,內湖,46,良好,0.88,Low Risk,40
金龍國小,明峰街201號,新北市汐止區,室內,25.068806,121.627046,內湖,46,良好,4.74,Low Risk,600
麗園市民活動中心,忠孝路569巷17號,新北市林口區,室內,25.068979,121.373756,板橋,44,良好,10.62,Low Risk,75
三民國中,內湖區民權東路6段45號,臺北市內湖區,室內,25.0691,121.5862,內湖,46,良好,0.63,Low Risk,300
茄苳里活動中心,茄苳路225巷35號,新北市汐止區,室內,25.069255,121.672058,內湖,46,良好,9.27,Low Risk,53
蘭州國中,大同區大龍街187巷1號,臺北市大同區,室內,25.0693,121.5167,中山,45,良好,1.17,Low Risk,30
內湖區行政大樓,民權東路6段99號8樓,臺北市內湖區,室內,25.069324,121.586898,內湖,46,良好,0.7,Low Risk,170
崇德國小,茄苳路158號,新北市汐止區,室內,25.069578,121.669187,內湖,46,良好,8.98,Low Risk,1275
新北市立三重商工,三重區中正北路163號,新北市三重區,室內,25.0696,121.4801,中山,45,良好,4.63,Low Risk,1586
私立穀保家商,三重區中正北路560巷38號,新北市三重區,室內,25.0697,121.4711,萬華,35,良好,5.1,Low Risk,1674
更寮國民小學,四維路2號,新北市五股區,室內,25.0698,121.4677,萬華,35,良好,5.3,Low Risk,453
六張市民活動中心,三重區六張街66號,新北市三重區,室內,25.0702,121.4938,中山,45,良好,3.3,Low Risk,100
三重國民小學,三重區三和路三段1號,新北市三重區,室內,25.0704,121.4973,中山,45,良好,2.97,Low Risk,709
光榮國民中學,三重區介壽路26號,新北市三重區,室內,25.0705,121.4999,中山,45,良好,2.73,Low Risk,1031
崇德橋東市民活動中心,茄苳路82號,新北市汐止區,室內,25.070551,121.666953,內湖,46,良好,8.76,Low Risk,100
南湖國小,臺北市內湖區康寧路3段200號,臺北市內湖區,室內,25.0706,121.6107,內湖,46,良好,3.09,Low Risk,50
明湖國中,內湖區康寧路3段60號,臺北市內湖區,室內,25.0706,121.6107,內湖,46,良好,3.09,Low Risk,251
大園國中學生活動中心,4鄰中華路298號,桃園市大園區,室內,25.070687,121.205022,桃園,47,良好,13.24,Low Risk,1300
和平市民活動中心,三重區自強路二段90號,新北市三重區,室內,25.0707,121.4874,中山,45,良好,3.94,Low Risk,100
厚德國民小學,三重區中孝路一段70號,新北市三重區,室內,25.0707,121.4874,中山,45,良好,3.94,Low Risk,505
老人文康活動中心禮堂,三重區自強路二段93號B1,新北市三重區,室內,25.0707,121.4884,中山,45,良好,3.84,Low Risk,100
光榮國民小學,三重區介壽路32號,新北市三重區,室內,25.0709,121.5013,中山,45,良好,2.61,Low Risk,195
明湖國小,內湖區康寧路3段105號,臺北市內湖區,室內,25.0711,121.6106,內湖,46,良好,3.08,Low Risk,137
更寮國小-室內,更寮村19號,嘉義縣六腳鄉,室內,25.071216,121.467216,萬華,35,良好,5.46,Low Risk,20
保長坑訓練中心,大同路三段469號,新北市汐止區,室內,25.071337,121.679316,內湖,46,良好,10.0,Low Risk,1075
德音國民小學,明德路2號,新北市五股區,室內,25.0714,121.4345,板橋,44,良好,6.68,Low Risk,146
山鼻內厝聯合里民活動中心,南山路二段349巷67號,桃園市蘆竹區,室內,25.071722,121.287518,桃園,47,良好,9.24,Low Risk,0
保長國小,大同路三段553號,新北市汐止區,室內,25.071773,121.680851,內湖,46,良好,10.16,Low Risk,470
仁愛市民活動中心,文化一路1段137號,新北市林口區,室內,25.071966,121.37391,板橋,44,良好,10.79,Low Risk,194
東湖國中,內湖區康樂街131號,臺北市內湖區,室內,25.0723,121.6195,內湖,46,良好,3.99,Low Risk,138
大園區北港社區活動中心,9鄰海墘10-2號,桃園市大園區,室內,25.072941,121.164351,桃園,47,良好,16.61,Low Risk,400
三石社區活動中心,9鄰三和路5號,桃園市大園區,室內,25.073,121.25823,桃園,47,良好,10.24,Low Risk,380
麗湖國小,內湖區金湖路363巷8號,臺北市內湖區,室內,25.0731,121.6013,內湖,46,良好,2.17,Low Risk,315
大佳國小,中山區濱江街107號,臺北市中山區,室內,25.0733,121.5359,中山,45,良好,1.62,Low Risk,30
大龍國小,大同區哈密街47號,臺北市大同區,室內,25.0734,121.5167,中山,45,良好,1.51,Low Risk,30
林口高中,仁愛路二段173號,新北市林口區,室內,25.0736,121.381,板橋,44,良好,10.33,Low Risk,3099
格致高級中學,三重區大智街260號,新北市三重區,室內,25.0738,121.4887,士林,43,良好,3.88,Low Risk,1000
南勢市民活動中心,南勢二街154號,新北市林口區,室內,25.073835,121.359019,桃園,47,良好,11.04,Low Risk,106
南勢國小,南勢街215號,新北市林口區,室內,25.075,121.3588,桃園,47,良好,11.14,Low Risk,534
明倫高中,臺北市大同區承德路3段336號,臺北市大同區,室內,25.0755,121.5199,士林,43,良好,1.42,Low Risk,70
憲訓中心,成泰路一段175號,新北市五股區,室內,25.0758,121.4349,板橋,44,良好,7.12,Low Risk,686
后厝社區活動中心,12鄰中華路595號,桃園市大園區,室內,25.075842,121.211571,桃園,47,良好,13.17,Low Risk,100
重慶國中,大同區敦煌路19號,臺北市大同區,室內,25.0759,121.5179,士林,43,良好,1.45,Low Risk,0
臺北市大同運動中心,大龍街51號,臺北市大同區,室內,25.0759,121.5179,士林,43,良好,1.45,Low Risk,300
永盛市民活動中心,三重區車路頭街133號,新北市三重區,室內,25.0764,121.4846,士林,43,良好,4.16,Low Risk,100
三和國民中學,三重區三和路四段216號,新北市三重區,室內,25.0766,121.4865,士林,43,良好,3.97,Low Risk,653
林口區公所,仁愛路一段378號,新北市林口區,室內,25.0767,121.3885,板橋,44,良好,9.97,Low Risk,120
得仁市民活動中心,中山一路415號6樓,新北市蘆洲區,室內,25.0767,121.469,士林,43,良好,5.67,Low Risk,52
林口國中活動中心,民治路25號,新北市林口區,室內,25.0769,121.3769,板橋,44,良好,10.88,Low Risk,1736
永福國民小學,三重區永福街66號,新北市三重區,室內,25.077,121.4806,士林,43,良好,4.53,Low Risk,706
內湖國中,內湖區陽光街1號,臺北市內湖區,室內,25.077,121.5887,內湖,46,良好,1.18,Low Risk,233
長安里民活動中心,長安街31號,基隆市七堵區,室內,25.0771,121.6928,內湖,46,良好,11.39,Low Risk,60
濱江國小,中山區樂群2路266巷99號,臺北市中山區,室內,25.0773,121.5617,內湖,46,良好,2.02,Low Risk,114
麗林市民活動中心,公園路59號3樓,新北市林口區,室內,25.0774,121.394,板橋,44,良好,9.62,Low Risk,236
北安國中,中山區明水路325號,臺北市中山區,室內,25.0778,121.5416,士林,43,良好,2.09,Low Risk,30
內湖高中,內湖區文德路218號,臺北市內湖區,室內,25.0784,121.5865,內湖,46,良好,1.15,Low Risk,110
臺北市內湖運動中心,洲子街12號,臺北市內湖區,室內,25.0784,121.5865,內湖,46,良好,1.15,Low Risk,219
新北特殊教育學校,文化北路1段425號,新北市林口區,室內,25.078446,121.365938,桃園,47,良好,11.85,Low Risk,1383
民生市民活動中心,民生街129巷14號,新北市蘆洲區,室內,25.0785,121.4728,士林,43,良好,5.26,Low Risk,20
永安國小,臺北市中山區明水路397巷19弄1號,臺北市中山區,室內,25.0787,121.5494,士林,43,良好,2.75,Low Risk,60
長安市民活動中心,長興街一段50號,新北市汐止區,室內,25.079073,121.670529,內湖,46,良好,9.17,Low Risk,89
內湖國小,內湖區內湖路2段41號,臺北市內湖區,室內,25.0791,121.5802,內湖,46,良好,1.02,Low Risk,150
長安國小,長興街一段80號,新北市汐止區,室內,25.079315,121.670789,內湖,46,良好,9.2,Low Risk,807
更新市民活動中心,更洲路47號,新北市五股區,室內,25.0794,121.4573,士林,43,良好,6.78,Low Risk,65
大直高中,中山區北安路420號,臺北市中山區,室內,25.0794,121.5428,士林,43,良好,2.11,Low Risk,300
醒吾高中,粉寮路一段75巷80號,新北市林口區,室內,25.07957,121.395779,板橋,44,良好,9.66,Low Risk,1243
溪墘湧蓮市民活動中心,信義路65號,新北市蘆洲區,室內,25.079572,121.476051,士林,43,良好,4.91,Low Risk,50
竹林山觀音寺活動中心,竹林路325號,新北市林口區,室內,25.0796,121.3958,板橋,44,良好,9.66,Low Risk,500
濱江國中,中山區樂群二路262號,臺北市中山區,室內,25.0796,121.5607,內湖,46,良好,2.22,Low Risk,86
內湖高工,內湖路1段520號,臺北市內湖區,室內,25.0797,121.5754,內湖,46,良好,1.18,Low Risk,245
劍潭國小,士林區通河街16號,臺北市士林區,室內,25.0799,121.5229,士林,43,良好,0.87,Low Risk,30
康寧國小,內湖區星雲街121號,臺北市內湖區,室內,25.08,121.5949,內湖,46,良好,1.87,Low Risk,247
佳林國中,中山路268號,新北市林口區,室內,25.0803,121.3842,板橋,44,良好,10.56,Low Risk,747
徐匯中學,中山一路1號,新北市蘆洲區,室內,25.0803,121.48,士林,43,良好,4.51,Low Risk,784
